Title,initial
"Trying to show that $\vec{v}\cdot\frac{d||\vec{v}||}{dt}\hat{v} = 0\implies \frac{d||\vec{v}||}{dt} = 0$","2015"
"differentiable square root of nonnegative smooth function","2012"
"Is this approach wrong?","2014"
"Find derivative of $\frac{x}{\sqrt{x^2 +2}}$ using definition","2016"
"Reason for the diferentiability of function on open interval in Rolle's Theorem","2014"
"Derivative of $\frac { y }{ x } +\frac { x }{ y } =2y$ with respect to $x$","2015"
"Jacobian of the inverse of two functions","2015"
"Evaluate the Integral: $\int e^{2\theta}\ \sin 3\theta\ d\theta$","2015"
"Determine whether the series $\Sigma$$n^ka^n/n!$ converges or diverges","2013"
"Does the series $\sum n!/n^n$ converge or diverge?","2013"
"Does the series $\sum$$(n!)^2/(2n)!$ diverge or converge?","2013"
"Evaluate: $\int \frac{1}{(x+a)(x+b)}$","2013"
"Showing that $\frac{f(x)-f(x-h)}{h} \le f'(x) \le \frac{f(x+h)-f(x)}{h}$ given that f' is increasing","2016"
"Global Maxima and Minima of a function?","2015"
"Use comparison test to determine divergence/convergence","2014"
"Is there the symbol $n!!!$ in mathematics?","2015"
"Why is the antiderivative of $\frac{1}{1+x^2}=\tan^{-1}(x)$?","2014"
"Velocity word problem","2011"
"Rate of increase in the area of a square","2011"
"$f'(x)=0$ implies $f$ constant, although finite or countable exceptions","2014"
"Convergence of fourier series of a non continuous function","2013"
"Cancelling while integrating","2013"
"How are Linear Differential Equations formed?","2015"
"What is the significance of proving the integrability of monotonic functions?","2015"
"Rolle's Theorem","2015"
"Why do we need an open interval to define local maxima?","2013"
"Volume of A Solid","2016"
"How do I graph $ x=-2(y+1)^2+4$","2014"
"Sketch the graph $x-3 =-(y+3)^2$","2014"
"Hospital's rule and $\lim\limits_{x \to 0} \frac{x \ln(x)}{1-x}$","2016"
"Are these two series equal?","2011"
"Calculus - Derivative help","2015"
"Prove that $f(x)$ be a constant","2013"
"Finding the continuity of a function with parameters","2013"
"Prove that there is $c \in [a,b]$ such that $f(c) = g(c)$","2016"
"Differentiation help needed","2014"
"A limit involving sinh","2014"
"Taylor Polynomial And Reminder In Lagrange Form","2015"
"derivatives of Kinetic Energy","2016"
"Multiple integrals integration","2016"
"limit of $\lim_{x\to 0} \frac{(\sin x)^2 - (x \cos x) ^ 2}{x^4}$","2016"
"How can we prove that ${\sqrt{1+x}+\sqrt[3]{(1+x)^2}\over{1+x+\sqrt{1+x}}}=1-{x\over 6}$ for small $x$?","2013"
"How to find the slope of a secant line when $ y=\ln x$???","2013"
"How do I evaluate $\lim_{n \rightarrow \infty} \frac{1\cdot2+2\cdot3 +3\cdot4 +4\cdot5+\ldots}{n^3}$","2013"
"Prove $\nabla \cdot \vec{B}=0 \Rightarrow \exists \vec{A}:\vec{B} = \nabla \wedge \vec{A}$","2012"
"Chain rule of derivatives (higher dimensions)","2013"
"Jacobian matrix with two equations","2014"
"Exact number of roots of this equation","2016"
"When is $f=\left(\frac{\sqrt{p+4}}{1-p}-1\right)x^5-3x+\ln5$ decreasing $\forall\; x$?","2014"
"Showing a cubic equation has at most one real root or three real roots","2016"
"Solid of revolution vs $\iiint$","2014"
"How to prove that $\frac{d}{dx} \left(\sin^2(x)+\cos^2(x)\right)=0$","2014"
"existence of $\xi$ and $\eta$ such that $f'(\xi)+f'(\eta)=\xi+\eta$","2016"
"How to integrate a composite function with a variable exponent?","2011"
"Calculation of $\int\frac{x^2 \left(\sin 2x - \cos 2x\right)}{\left(1+\sin 2x\right)\cos^2 x}dx$","2013"
"Taylor Expansion of $\cot(x+(π/4))$?","2013"
"Taylor Expansion of Function $x^2e^x$","2013"
"Solve the following equation with approximation method","2013"
"Solve the following cycloid equation with approximation methode??","2013"
"Calculus delta epsillon","2015"
"Back to school - Finding the zeros/domain","2014"
"Find the derivative with respect to $x$ of the given combination at the given value of $x$.","2013"
"Derivative Counterexamples - Calculus","2013"
"How to solve $\arctan x - \frac{\pi}{\sqrt 3 x}= 0$","2015"
"Evaluation of a line integral","2014"
"How can I calculate the following integral?","2014"
"Derivative using product rule and chain rule","2011"
"Calculate the ROI when the rate of return has its own rate of change.","2013"
"Show that the integral of a continuous function is surjective","2015"
"Cannot solve an EL equation for a trivial textbook example","2015"
"Confused about implicit differentiation","2011"
"Velocity of an object","2015"
"Algebra, find a base.","2016"
"Integral $\int\frac{dx}{x^5+1}$","2015"
"Prove that: $ \forall x \in\mathbb R_{+}^*, \arctan x> \frac{x}{1+x^2} $","2015"
"The equation of a curve is $y=x^3-8$. Find the equation of the normal to the curve at the point where the curve crosses the x-axis.","2016"
"Leibniz Test: $a_n>0$","2013"
"Let $b_0, b_1,...,b_n$ be real numbers with the property that","2015"
"How do I do a finite expansion of $\int e^{x^2} \, dx$?","2015"
"Using the definition of derivatives.","2013"
"Mean Value Theorem proof question","2014"
"Finding the inverse function.","2014"
"Find the area of the region enclosed by the inner loop of the curve $r = 4 + 8 \sin \theta$","2015"
"What is the difference between the Fundamental Theorem of Calculus 1 and 2?","2015"
"What is the closed form of $\int e^{x^2} \, dx$?","2015"
"Trying to understand this property: $\int\limits_a^b f(x) dx = \frac{1}{k}\int\limits_{ka}^{kb}f\left(\frac{x}{k}\right)dx$","2015"
"Open/closed intervals and infinity","2015"
"Is the following convergent or divergent: $\sum_{n=1}^{\infty} (n+2)/(n^3 + n +5)^{1/2}$?","2013"
"Mistakes you should not do in calculation of limits","2013"
"Simple Logarithmic Growth with Limit Function","2013"
"Prove limit of a monotonic sequence using partial limit","2013"
"Product of two differentials (infinitesimals)","2012"
"Integral of f(x)","2013"
"Change of rate in a wheel","2013"
"What does my calculus textbook imply that differentials can't be manipulated algebraically?","2015"
"Computing definite integral with trig function","2015"
"If $f(x)$ cont. function such that $f(x) = f(2x)$ and $f(1) = 3\;,$ Then $\displaystyle \int_{-1}^{1}f(f(x))dx$","2016"
"Minimal Distance between two curves","2013"
"Find $x$ on $e^{\cos x}+2\cos x =0$","2016"
"Implicit differentiation question: find $\frac{\mathrm{d}y}{\mathrm{d}x}$ if $9x^2-y^2=1$","2011"
"Lost in implicit differentiation problem","2011"
"Did I tackle this implicit differentiation problem correctly?","2011"
"Sum about sine function","2015"
"(Theoretic) Convergence of integral","2014"
"$4ax^3 + 3bx^2 + 2cx= a + b+ c$ has at least one root in $(0,1)$","2014"
"Showing sum of non decreasing functions is non decreasing","2015"
"Explain this newton's method problem with critical values as your initial guess?","2015"
"Is $|\ln|x||$ differentiable?","2015"
"Left and Right Continuity of a Line that contains at least one Asymptote","2013"
"Sufficient condition for differentiability","2013"
"How prove this indentity with this sum $\left(\sum_{1\le i<j\le n}(y_{i+1}+y_{i+2}+\cdots+y_{j})\right)^2$","2014"
"Question on calculus","2016"
"Single Variable calculus: trigonometric integral problem","2015"
"Differentiation values: What am I missing here?","2015"
"What is the derivative of $y=\ln(\cot^{-1}\ x)$?","2015"
"Find points on graph at which slope of tangent line is equal to 4","2016"
"Find the coordinates of the point $P$ on the graph of $f(x) = 9-x^2$ at which the tangent line passes through $(4, 0)$.","2016"
"L'Hopitals Rule and division by zero?","2015"
"If $I_{n} = \int_{0}^{1}x^n\cdot e^xdx,$ Then $\lim_{n\rightarrow \infty}\left(\sum_{k=1}^{n}\frac{I_{k+1}}{k}\right) =$","2013"
"Finding the graph of functions","2013"
"Intuitive way to find the graph of a derivative?","2011"
"Limit at infinity of a bounded function","2015"
"Integration by substitution simplifying","2015"
"How to recognize an improper integral?","2015"
"greatest integer function graph","2016"
"Derive the Frenet equations","2013"
"Differential to estimate a number","2011"
"Find the derivative of the following integral","2015"
"How to find the intersection points","2016"
"complex conjugate of exponent","2013"
"is the next function continuous at (0,0) ? + theoretical question","2013"
"Derivative of (recursive?) function","2013"
"To show that the function is continuous at $x=2$","2011"
"Evaluate $\int_1^\infty (\log(x)/x)^{2011} \; \mathrm dx$","2013"
"Find maxi,minimum $f(x,y)=x^3+y^3 (\text{where} ~~~ x,y\in \mathbb{R}, x^2+y^2=1)$","2013"
"Laplace Transformation","2013"
"$\dfrac{\mathrm d}{\mathrm dx}x^x=$?","2011"
"how to calculate the limit of an integral?","2011"
"Do you include the endpoint/bounds when identifying an increasing/decreasing interval?","2016"
"Implicit Differentiation questions?","2012"
"Trying to solve a related rates problem","2012"
"Convergent series involving logarithms","2013"
"Need help with Applications of Differentiation Problem","2011"
"difficulty working out equation $\int_{-a}^{a}2(\sqrt{a^2-x^2})dx $ =$\left.2[\frac{1}{2}\sqrt{a^2-x^2}+a^2\arcsin(\frac{x}{a})]\right|_{-a}^{a}$","2012"
"What's the rectangular form of this equation?","2015"
"Partial derivativePlane that fits the points","2014"
"Proving that a continuous function has a solution $f:[0,1]\to \mathbb R$","2013"
"Proving $(1-x)\cos x=\sin x$ has a solution in the section $(0,1)$","2013"
"Proving that a polynomial $|P(x)|=e^x$ has a solution","2013"
"Proving $\cot x =\alpha x$ has a solution $\forall \alpha>0$ in $(0,\frac\pi2)$","2013"
"How can I calculate $\int_{0}^{2\pi}\sqrt{2-\sin(2t) }dt$?","2012"
"Functions with the property: $f(\infty)=0$ and $f''(\infty)=\infty$","2013"
"Can we solve this equation?","2013"
"Calculate $f^{(25)}(0)$ for $f(x)=x^2 \sin(x)$","2013"
"A question about tangent lines","2013"
"Present Value of loan payment","2013"
"Show that $g(x) = \log_2x$ for $g(x)=\log_2(2x+x^2) + \log_4(36) - \log_2(6x+12)$","2016"
"Find $\sum _0^{\infty} \frac{1}{2^nn!}$","2014"
"Roll of deli paper and how it changes","2014"
"Estimation of integral","2014"
"A Differentiation Question","2011"
"how to show that $f_n \uparrow f$","2015"
"given $f(x)$ is continuous and $\int_0^{x^2}f(t)dt = x+sin\frac{\pi}{2}x$,solve $f(1)=?$","2016"
"Showing that the perimeter of a circle is $2\pi r$. Isn't this a definition?","2014"
"Show that $\sum \frac{1}{2k}$ and $\sum \frac{1}{2k+1}$ diverge formality correction","2011"
"Iterated Integrals and Riemann-Liouville (Fractional) Derivatives","2012"
"Give an example about limits: $\lim\limits_{x\to0}f(x^{2})$ exists but $\lim\limits_{x\to0}f(x)$ does not.","2012"
"Sketching functions $f(x) = \frac{e^x}{x^2} \quad \text{ and } \quad g(x) = \frac{1}{x}$ - First Derivative test and domain restriction","2015"
"Explanation: Volume of a trapezium","2011"
"Express the derivative of$ (f(5x^5+11))^2$ in terms of the differentiable function f and its derivative g","2013"
"Time of descent down a slope defined by a function","2013"
"Closed form solution?","2013"
"Can Integration be thought as addition? Is it possible to find integral formulae without using Derivatives?","2012"
"Book recommendation on infinitesimals","2015"
"Prove that $g(x) = 1 - e^{-x}$ has unique fixed point on $[1,2]$.","2015"
"How can the following be calculated?","2011"
"Is this sum lesser or equal to 2?","2011"
"All values of $x, y, z$","2011"
"Slove a complicated equation (probably with LambertW function)","2015"
"Derivative of function is bigger??!","2013"
"Find $f(\mathbb{\mathbb{R}^{*}_{+}})$ where $f(x )=\frac{1+|x|}{x}$","2016"
"Differentiate the function: $v = x\sqrt{x} + \frac1{x^2\sqrt{x}}$","2013"
"Product of 1-100(One to Hundred)?","2013"
"Finding curve length and simplifying messy integrals","2014"
"Gaussian approximation","2012"
"Explain these functions.","2012"
"An example of an infinitely differentiable function with compact support","2015"
"Determine $f^{(5)}(0)$ without computing any derivatives?","2013"
"Solids of revolution question","2014"
"Convert from power of ten to power of thousand?","2016"
"What is? $ \lim_{x \to \infty} \left(\frac{e}{\left( 1 + \frac {1}{x} \right)^x} \right)^x $","2013"
"What is wrong with my reasoning regarding finding volumes by integration?","2011"
"Integrating along the wrong arc","2014"
"Find the taylor series by $f$ at $x=a$","2014"
"(Theoretical) Series of function and the function's limit","2014"
"Applying the l'hospitals rule","2016"
"Proving in the formal way that a sequence is divergent","2014"
"(Calculus) Integrating with powers of dx","2014"
"Does $f(x)=x^3+2x+\tan x$ have any local maximum or minimum values? Justify your answer.","2012"
"Wallis Product (Long infinite Product)","2013"
"For what value of the constant $c$ is this function continuous on $( -\infty , \infty )$?","2011"
"Set of points of discontinuity of $f(x)=\lfloor x \rfloor$","2011"
"What should i do when a question asks me to check for differentiability at a point?","2012"
"Find left hand limit of a function","2011"
"Partial derivative help","2011"
"What is an example of an application of a higher order derivative ($y^{(n)}$, $n\geq 4$)?","2011"
"If $f$ is monotone prove it is continuous","2016"
"How do I find the tangent line of the following hyperbola, given that the tangent line has to go through the point $(0, 0.08)$?","2016"
"Differentiation of logarithms","2011"
"When the 2nd Derivative of a Function Is Undefined","2011"
"Graphing and differentiation","2011"
"Graphs of derivative sin functions","2011"
"surface Areas using cylindrical shells","2012"
"ramanujan type sum about functional equation","2015"
"Volume of Solid of Revolution about an equation","2016"
"Convergence of absolute value of a series","2016"
"Total differential -- which point do I use?","2013"
"Mean Value Theorem to show inequalities about numbers","2015"
"How to prove $2\arccos(x)+\arccos(1-2x^2)=π$ on $x\in[0,1]$ from MVT","2015"
"Show that there is a polynomial of degree at most $n-1$ for which $f(x_i) = a_i$ for all $i$","2016"
"Direct Riemann definition of the integral","2015"
"Properties of a continuous function","2016"
"chain rule question help me please","2014"
"How prove this equation(18)?","2013"
"sum of the alternating series $\sum_{n=0}^\infty (-1)^n (n+1)/n!$","2012"
"Integrate both side limits","2016"
"How prove this $e=\dfrac{2}{1}\left(\dfrac{4}{3}\right)^{\frac{1}{2}}\left(\dfrac{6\cdot 8}{5\cdot 7}\right)^{\frac{1}{4}}\cdots$","2013"
"Find all asymptotes of the function","2015"
"Slope at $-\infty$","2011"
"Largest value of the function $f(x) = \sqrt{x^4-3x^2-6x+13} - \sqrt{x^4-x^2+1}$","2013"
"Proving that integration is continuous ","2011"
"For which values ​​of a equation $y=ax^2$ is tangent to $y=\ln(2x)$","2013"
"Calculus problem about equality of series and integral","2015"
"Find $\max_{0 < \beta < 1/2} \{\min \{\alpha - \beta, 1 - 2\beta, \beta \alpha\}\}$","2016"
