recent,Title,initial
"2012","Triangularizing a Matrix","2012"
"2016","What is the line of reflection of this 3x3 matrix?","2016"
"2016","Cannot have less than infinitely many solutions but more than one for a particular $b$ in $Ax=b$","2016"
"2013","Can $\{(1,2,0),(2,0,3)\}$ span $U=\{(r,s,0) \mid r,s, \in \mathbb{R}\}?$","2013"
"2016","Proving dimension formula in linear algebra","2016"
"2016","Properties of the ""A transpose A"" (A-transpose-A, ${\bf A}^{\rm T}{\bf A}$ or ${\bf A^{\rm '}A}$) matrix","2016"
"2016","Find bases of the kernel and image","2016"
"2016","Is the sum of two projections a projection?","2015"
"2015","What space to use?","2015"
"2011","A question about linear operators","2011"
"2013","Finding a dual basis for the vector space of polynomials degree less than or equal to 2","2013"
"2013","How to prove(or disprove) $\begin{vmatrix} A&B\\ B&A \end{vmatrix}=|A^2-B^2|$","2013"
"2011","B is obtained from A by elementary row operations, where A,B are 3x3 matrices in the reals then prove they have the same rank?","2011"
"2014","Representation of Matrix with Rank 1","2014"
"2015","What does determinant of linear operator mean?","2014"
"2013","Showing two matrices have the same $x$ and $b$ in the equation $Ax = b$.","2013"
"2011","If every eigenvector of $T$ is also an eigenvector of $T^{*}$ then $T$ is a normal operator","2011"
"2013","Determine whether the function is a linear transformation:","2013"
"2016","Let $T \in L(V)$ if $T^2 = 0$ then $(I-T)$ is bijective.","2016"
"2014","how can I find a simultaneous solution to roots of matrix?","2012"
"2013","Given T is normal trasformation, and $T^2 = \frac12 (T+T^*)$, prove that $T^2=T$.","2013"
"2013","Given $T^2=\frac12(T+T^∗)$, prove that T is normal trasformation.","2013"
"2014","if $B$ is orthonormal basis for $V$ so $f(B)$ is also orthonormal basis for $V$? (f is orthogonal)","2014"
"2013","How can I find out the coefficient of a polynomial by knowing certain coordinates?","2013"
"2014","Showing that $~\hom_G(V,\bigoplus U)=\bigoplus\hom_G(V,U)$","2014"
"2014","Find all matrices commutating with a given matrix","2014"
"2016","Is the following set a vector space?","2016"
"2013","Related to Compound Interest","2013"
"2013","Find a basis for W={p(x)=a+bx+cx^2:p(1)=p'(-1)=0}","2013"
"2015","Show that non-diagonal symmetric matrices must have at least two distinct eigenvalues.","2015"
"2014","vector space question about span and sets","2014"
"2014","Uniqueness of Ax=b","2014"
"2012","Show inclusion of a sum of subspaces in another subspace","2012"
"2013","vector space and its subspace","2012"
"2013","Cartesian Product of Vector Spaces as Basis for another space","2013"
"2013","Is integral operator surjective?","2013"
"2013","Linear functional and transposition.","2013"
"2016","Similarity between $A$ and $B (2\times 2)$.","2016"
"2014","Proof that $\dim(U \times V) = \dim U + \dim V$.","2011"
"2011","Problem from Halmos's Finite Dimensional Vector Spaces","2011"
"2015","What exactly is isomorphism?","2015"
"2015","QR-decomposition","2015"
"2015","Linear least-squares with matrices rather than vectors","2015"
"2016","Collection of linear combinations of linearly independent vectors","2016"
"2015","Prove $ \DeclareMathOperator{\trace}{trace} \DeclareMathOperator{\adj}{adj} {p_{A}(t) = \trace(\adj(tI − A))} $","2015"
"2014","This set of matrices whose eigenvalues have non-zero real part is dense","2013"
"2015","Show that matrices $A$ and $B$ commute if and only if $\begin{vmatrix} b & a-c \\ e & d-f\end{vmatrix}=0.$","2015"
"2011","Question about the converse of a well known result from Linear Algebra","2011"
"2016","Determining possible minimal polynomials for a rank one linear operator","2011"
"2012","For $A \in \mathbb{R}^{3 \times 3}$, find $P, Q \in \mathbb{R}^{3 \times 3}$ such that $A = P-Q$, where $P^2 = P$, $Q^2 = Q$ and $PQ = 0 = QP$","2012"
"2013","Linear Algebra Question 4","2013"
"2016","Polar decomposition of matrix","2014"
"2014","Basis for Given Plane","2014"
"2015","Rank of two bases","2015"
"2014","Linear algebra x transpose x","2014"
"2016","What can we say about the polar decomposition of a skew symmetric matrix?","2016"
"2016","Is it possible that 2 hermitian matrices multiplied together to get a anti-hermitian matrix?","2016"
"2013","A condition for diagonalizability.","2013"
"2013","What is the convention for sign of rotations in three space?","2013"
"2013","Two subspaces $A$, $B$ are paralel, if and only if they are both subspaces of a space with a dimension equal $d = 1 + \max (\dim A, \dim B)$?","2013"
"2015","Prove there exist linear map","2015"
"2015","How do I prove that $\sigma(TT^*)=\sigma(T^*T)$?","2015"
"2013","What subspace of 3 x 3 matrices is spanned by the invertible matrices? Rank 1 matrices? [GStrang P181, 3.5.29(a)(b)]","2013"
"2013","Eigenvectors of a random non-Hermitian symmetric tridiagonal Matrix","2013"
"2013","Natural linear isomorphism of $\text{Hom}(V,V)$ to its dual","2013"
"2014","Help me understand Vector Spaces (proving linear spaces)","2014"
"2013","Adjoint of derivative operator on polynomial space","2013"
"2013","Two different definitions of vector space","2013"
"2013","How can I prove that $|\langle w,v\rangle| \leq 1$?","2013"
"2013","Byron-Fuller mathematics of classical and quantom physics chapter 3","2013"
"2015","Berkeley Problems in Mathematics 7.5.22","2015"
"2015","How can I find the rank of $A^6$ if $A$ is a matrix of order $3$ and rank of $A^3$ is $2$?","2015"
"2015","Cyclic and noncyclic T-invariant subspaces","2014"
"2014","Given $A_{m\times n}$ and $B_{n \times m} (m<n)$. prove that AB is not singular and BA is singular","2014"
"2011","finding a simple basis, having the minimal and characteristic polynomial","2011"
"2014","Magnitude of the value of a line at a point which does not lie on it","2014"
"2014","Diagonalisable linear operator on infinite-dimensional vector space: definition problem","2014"
"2015","How to show a mapping T is linear.","2015"
"2014","Showing an operation $\langle\bullet,\bullet\rangle$ is an inner product on $P_3(\Bbb C)$","2014"
"2013","Equivalence of matrices","2013"
"2013","RREF of $\left[\begin{array}{c|c} A & B \end{array}\right]$ is $\left[\begin{array}{c|c} I & X\end{array}\right]$. Prove that $X=A^{-1}B$.","2013"
"2014","Polynomials and orthogonality","2014"
"2014","Proving symmetry for complex inner product","2014"
"2015","Given an area, calculate the angle of a wedge out of an annulus between a square and a circle","2015"
"2015","dim of quotient spaces","2015"
"2015","Intersection of ""positive"" open half-spaces","2015"
"2015","Help with finding basis of a vector space","2015"
"2016","Let $E$ be an idempotent operator:","2016"
"2016","Determining the zero vector and additive inverse with redefined addition and scalar multiplication.","2016"
"2013","Let $S$ be a linear operator on $W=P_3(\mathbb R)$ defined by $S(p(x)) = p(x) - \frac {dp(x)} {dx}$","2013"
"2013","Where are the resources for a collection of linear algebra problems?","2013"
"2014","Find the matrix and determine if the transformation is an isomorphism","2014"
"2014","Find a basis of $B$","2014"
"2011","$T(a_{0}+a_{1}x+a_{2}x^2)=2a_{0}+a_{2}+(a_{0}+a_{1}+a_{2})x+3a_{2}x^2$- Finding $[T]_{E}^{E}$","2011"
"2013","Problem in Skew Symmetric Matrix","2011"
"2016","Is a metric's form determined by its signature?","2016"
"2014","Find a basis of a subset given an equation","2014"
"2016","How to prove that a homogeneous system of equations along with its ""transposed"" system contain the same number of linearly independent solutions?","2016"
"2016","The complex general linear group is a subgroup of the group of real matrices of twice the dimension and with positive determinant","2014"
"2014","Calculate average formula of random numbers","2014"
"2015","Determining whether $\{f : \deg f = 0 \text{ or } \deg f = n\}$ is a subspace of the vector space of polynomials over a field.","2015"
"2014","Let $a,b \in R^5$ be two independent vectors and let $W$ be the subspace spanned by $a,b$. Prove that $U\cap W$ contains a non-trivial vector","2013"
"2015","Expressing a $SL_2(\mathbb{R})$ matrix as product of....","2015"
"2014","Find the Jordan canonical form of a $3\times 3$ matrix","2014"
"2014","All solutions to the vector equation Ax = v + w given A's eigenvalues and eigenvectors","2011"
"2015","Is Every Invariant Subspace the Kernel of an polynomial applied in the operator?","2015"
"2013","For self-adjoint operators, eigenvectors that correspond to distinct eigenvalues are orthogonal","2013"
"2015","To Show$ Ax=y$ has no Solutions given that A is a 3x3 non invertible matrix","2015"
"2013","Using simple linear algebra for encryption?","2013"
"2014","Equation of plane vector","2014"
"2015","Not null endomorphism such that Ker f contained in im f?","2015"
"2014","One-to-one and onto","2014"
"2014","Calculation of eigenvalues in a Markov Chain","2014"
"2015","Sum symbol multiplication","2015"
"2015","Prove linear map is projection","2015"
"2011","A problem about Linear transformations","2011"
"2015","What is a commutative map?","2015"
"2016","Finding a Matrix B by knowing its Kernel is the Image of Matrix A","2016"
"2015","Rank of a linear map $f: \mathbb{R}^n \to \mathbb{R}^m$ is equal to $m$?","2015"
"2015","Where does $\Lambda=P^{-1}AP$ come from?","2015"
"2014","Where are linear equations with large number of variables used?","2014"
"2015","Columns Of The Diagonalization Matrix","2015"
"2016","$C_o= \{(x_n):x_n \in R, x_n \rightarrow 0 \}$ and $ M=\{(x_n):x_n \in C_0,~~ x_1+ x_2+...+x_{10}=0\}$ then dimension of $(\frac{C_0}{M})$ is equal to","2016"
"2013","Find a formula for the powers of a matrix","2013"
"2013","Prove that if matrix $A$ is nilpotent, then $I+A$ is invertible.","2013"
"2013","If $T:V\to W$ is an injective linear map, show there is a linear map $L:W\to V$ such that $LT=1_V$","2013"
"2014","Linear system with infinite number of solutions","2014"
"2014","Show matrix is positive [semi]definite","2014"
"2014","Inner product and unit vector","2014"
"2014","How to create an equation from this problem?","2014"
"2016","Suppose V and W are finite-dimensional. Let $v \in V$. Let $E=\{T \in \mathscr{L}(V,W)\ |\ Tv=0\}.$ Show E is subspace of $\mathscr{L}(V,W)$","2016"
"2016","How do I get a solution set equals to a sub space?","2016"
"2014","Showing that the dimension of the span of the columns of a real matrix equals the dimension of the span of the rows?","2014"
"2014","Closest point on a line to another point","2014"
"2015","Find matrix of a given linear transformation in given new bases","2015"
"2016","Normal real matrix","2016"
"2014","Suppose $U$ and $V$ are two unitary matrices. Prove $U \oplus V$ is also unitary.","2014"
"2013","Sum of two projection Operator","2013"
"2013","Proving convexity of $X=\{(x,y) \in \mathbb R^2 ; ax + by \le c\}$","2013"
"2013","If a vector $v$ is an eigenvector of both matrices $A$ and $B$, is $v$ necessarily an eigenvector of $AB$?","2013"
"2013","$AB=BA$ if there is an orthonormal basis of $\mathbb{R}^n$ of eigenvectors","2013"
"2014","Simultaneous Jordanization?","2011"
"2015","Why a form is positive only if its matrix in some ordered basis is a positive matrix?","2015"
"2015","What is the derivative of (Ax)'","2015"
"2013","What Kind of Geometric Object Is Represented By An Equation","2013"
"2016","Transition matrix between bases of a polynomial vector space","2016"
"2014","Codimensions and infinite dimensional vectorspaces","2014"
"2013","Sums and Direct Sums","2013"
"2013","Can I say “since $\operatorname{Char}R\ne2$ then $b=0$, hence $a=b=c=0$”?","2013"
"2016","To show whether $\left\{(x_1,x_2,x_3) \mid \frac{x_2}{x_1}=\sqrt{2} \right\}$ is a subspace of $V^3$","2016"
"2014","finding the dimension of this subspace","2014"
"2012","Are there diagonalisable endomorphisms which are not unitarily diagonalisable?","2012"
"2012","Questions regarding the quadratic form $q: \bigwedge^2 \mathbb{R}^4 \to \bigwedge^4 \mathbb{R}^4, x \mapsto x \wedge x$","2012"
"2014","Is matrix diagonalization unique?","2013"
"2015","Is it a subspace or not?","2015"
"2015","If $A^3B = BA^3$, then $AB = BA$.","2015"
"2015","Solution for linearly dependant linear equations.","2015"
"2016","Dot product equality of three different vectors","2016"
"2014","Relations involving image and kernel of endomorphisms","2014"
"2013","Proof that if $p \prec q$ then $\|p\|_a \le \|q\|_a$ for all $a \ge 1$","2013"
"2013","Transition Matrices","2013"
"2013","How fast can you determine if vectors are linearly independent?","2013"
"2011","Prove that a matrix is invertible","2011"
"2016","euclidian spaces, subspaces , conclusions.","2016"
"2013","How do I find this $\begin{vmatrix} A&B\\ B&A \end{vmatrix}$?","2013"
"2016","How does one figure out the orthonormal basis from just the inner product without brute force for an inner product space?","2016"
